Date,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
30-11-2006,2.07791226,3.16482479,-0.00102244,7.71844252,1.86980551,12.70153783
01-12-2006,3.24331781,2.08570931,-0.00024832,4.44546327,1.03977058,13.78859346
04-12-2006,3.29750881,2.07355122,-0.00058922,4.31155336,0.95960507,13.85785658
05-12-2006,3.24177496,2.12127236,0.00023744,4.53831126,0.99763926,13.7089052
06-12-2006,3.37404272,2.0731922,-0.00067399,4.21949791,0.95547928,14.09560582
07-12-2006,3.43349267,2.00204162,-0.00018542,4.06848261,0.93404975,14.42417217
08-12-2006,3.12618366,2.26752973,0.00011538,5.05331352,1.27132082,13.14019238
11-12-2006,2.73101746,2.59484355,0.00035273,6.07712205,1.51605722,12.85460653
12-12-2006,2.72167257,2.588289,-0.00371371,6.0759604,1.45443173,12.97485999
13-12-2006,2.41637256,2.91316077,0.00029179,7.16020716,1.69349072,12.61519642
14-12-2006,1.59017402,3.69579769,0.00093374,9.52038817,2.16554968,12.81173389
15-12-2006,1.58884998,3.696552,-0.0056299,9.52767224,2.1526635,12.74005859
18-12-2006,1.06789643,4.20810003,0.00041045,10.96358351,2.35474542,12.86232669
19-12-2006,1.04550079,4.21707536,-0.00034773,11.07699724,2.35660142,12.86929115
20-12-2006,1.03744958,4.21027449,0.00497434,11.08750551,2.39331469,12.95449155
21-12-2006,1.02166854,4.1870848,-0.0179166,11.06104354,2.36529974,12.91874626
22-12-2006,1.06817007,4.16612739,-0.00692952,11.08305462,2.41847382,12.90942949
26-12-2006,1.49117005,3.76464103,-0.00220138,9.83132477,2.2262463,12.77666324
27-12-2006,0,5.24121668,0.00024672,13.94106083,2.87424029,13.28251793
28-12-2006,0,5.22957504,0.03178609,13.96768524,2.99728629,13.47447476
29-12-2006,0.00682087,5.22810921,0.02876871,13.91390161,2.99486393,13.30222229
02-01-2007,0.26283567,4.95311538,-0.00549716,13.12996303,2.92360549,13.15170809
03-01-2007,0.25471312,4.93335459,-0.00186699,13.11077628,2.91326732,13.13513288
04-01-2007,2.11147302,3.08314189,0.00061443,8.0008332,2.08165965,12.52541762
05-01-2007,1.60229869,3.6220586,0.01513097,9.44944239,2.3189569,12.55786754
08-01-2007,1.59533775,3.64514659,0.01457681,9.41778135,2.33494855,12.46205518
09-01-2007,0.74796923,4.49859798,0.00098148,11.71569421,2.66280334,12.77552305
10-01-2007,0.42012245,4.84826509,0.01205007,12.71273474,2.77282597,12.91711218
11-01-2007,0,5.28863834,0.00792408,13.9197391,2.98783513,13.14894294
12-01-2007,0,5.26156344,0.02679474,14.00472761,3.09175868,13.37877028
16-01-2007,0.00000408,5.25256899,0.00995481,13.9803262,3.080241,13.39231982
17-01-2007,0,5.28936758,0.02226904,14.05741596,3.11422509,13.47019725
18-01-2007,0.00003334,5.27435687,0.02642367,13.95867229,3.0956603,13.48567773
19-01-2007,0.00000826,5.28537776,0.15091171,13.96394102,3.11380683,13.65786947
22-01-2007,0.00001028,5.28376595,0.14437442,13.93144784,3.08318115,13.637612
23-01-2007,0.00001105,5.29090594,0.3582753,14.0822099,3.04274735,13.82043648
24-01-2007,0.00000244,5.25545271,0.44777898,14.1007952,3.06188866,14.01118805
25-01-2007,0.0000025,5.26250079,0.67483448,14.20405083,3.03142139,14.14344423
26-01-2007,0,5.2911684,0.4702973,14.27011418,3.0757382,13.91806548
29-01-2007,0.00000461,5.2503315,0.64966414,14.2646686,3.17282185,14.47989482
30-01-2007,0.00003024,5.23846343,0.64792026,14.24054003,3.13536807,14.3900208
31-01-2007,0.00004607,5.20628315,0.65548582,14.10874639,3.09361445,14.35638968
01-02-2007,0.00000241,5.24453143,0.67491749,14.10411553,3.04688232,14.2177313
02-02-2007,0.00000979,5.24340746,0.62648557,14.11941274,2.98075775,13.91912574
05-02-2007,0,5.22536863,0.62354107,14.09139815,2.96885305,13.92274701
06-02-2007,0.00007088,5.23747832,0.6110603,14.05133158,2.9147439,14.03068621
07-02-2007,0.00003364,5.23776951,0.57513764,14.02387945,2.83174398,13.72187771
08-02-2007,0.00000204,5.25457611,0.55097201,13.96915217,2.79815885,13.55500319
09-02-2007,0,5.25816469,0.77767669,14.11628327,2.73196909,13.55855859
12-02-2007,0.00000307,5.2616346,0.79616837,14.1408499,2.76031776,13.62360887
13-02-2007,0.0000224,5.26643008,0.96107842,14.21401679,2.68247195,13.66774304
14-02-2007,0.00006484,5.24966542,0.89974332,14.09340576,2.55465561,13.41971778
15-02-2007,0.00000027,5.2372194,0.10490139,14.0002454,2.9275788,13.34168542
16-02-2007,0.0009679,5.25417174,0.05934626,13.962079,2.92006335,13.30280524
20-02-2007,0.66081497,4.60823166,-0.00689616,12.18727463,2.69687407,13.04106913
21-02-2007,0.53003083,4.74557904,0.00216556,12.55629565,2.76774785,13.15545237
22-02-2007,0,5.28057661,0.16861126,14.06346609,2.95479645,13.57151031
23-02-2007,0.01822606,5.24940666,0.04427753,13.93242384,2.85897622,13.19019272
26-02-2007,1.08098091,4.17973179,-0.00487735,10.94262016,2.48163592,12.90614748
27-02-2007,1.69935019,3.45355977,-0.00086005,9.06058392,2.0517193,12.67082574
28-02-2007,2.2121617,3.04858018,-0.00093211,7.74453898,1.7737031,12.39437566
01-03-2007,2.36978173,2.8839379,0.00012678,7.3361261,1.660436,12.32469133
02-03-2007,2.76701884,2.45252874,-0.0006811,6.1578255,1.43214985,12.74473713
05-03-2007,3.15230355,2.10295608,-0.0004072,5.03009659,1.18341823,13.23153002
06-03-2007,2.67842871,2.53440865,0.00021463,6.38571006,1.55140365,12.66362297
07-03-2007,2.79369114,2.46060263,-0.00076809,6.02461586,1.38379497,12.78081413
08-03-2007,2.49511627,2.7277304,0.00025064,6.90555019,1.56543652,12.57251835
09-03-2007,1.71485832,3.5526434,0.00084187,9.23803732,2.02837326,12.49574041
12-03-2007,1.71986797,3.54740865,-0.00702756,9.17139222,1.95936505,12.44349128
13-03-2007,2.5382015,2.74931259,-0.0006031,6.85249506,1.41543748,12.55505672
14-03-2007,2.25292986,3.02200659,0.00050902,7.79847713,1.56503635,12.49100562
15-03-2007,1.62710121,3.62734445,0.00081475,9.5127936,1.88230774,12.3222231
16-03-2007,1.63121198,3.64703324,-0.00243689,9.49780033,1.88970605,12.33335462
19-03-2007,1.06310145,4.20043312,0.00091722,11.1243355,2.14008792,12.37441587
20-03-2007,1.1617782,4.09967486,-0.00335703,10.83837856,2.07695204,12.390195
21-03-2007,2.0375365,3.202574,-0.00168256,8.42207739,1.64775856,12.32410841
22-03-2007,1.71917225,3.55409268,0.00044694,9.57263536,1.81381455,12.41105366
23-03-2007,1.9547233,3.33636228,-0.00128361,8.94005423,1.73976811,12.39171288
26-03-2007,2.3736866,2.95650956,-0.0012384,7.74173207,1.48910461,12.56273556
27-03-2007,2.4278676,2.8994517,-0.0014774,7.66445377,1.46399935,12.52549862
28-03-2007,2.30561689,3.00669526,0.00044704,8.10703526,1.48930872,12.45858935
29-03-2007,2.3600151,2.95011241,-0.00173936,7.88809175,1.54346355,12.48522242
30-03-2007,2.27103149,3.01979073,0.00065828,8.21594664,1.6079034,12.51755215
02-04-2007,2.53880589,2.82113066,-0.00081537,7.419572,1.41976713,12.46436725
03-04-2007,2.19631546,3.1306261,0.00180259,8.4012039,1.64215668,12.30425343
04-04-2007,2.52065862,2.82585219,-0.00035023,7.49810148,1.44901156,12.50782388
05-04-2007,2.48387511,2.87649823,0.00052582,7.67332695,1.46921358,12.39307355
06-04-2007,1.11193029,4.19633791,0.00104225,11.53963991,2.24465655,12.36731481
09-04-2007,1.12171384,4.18101222,-0.00955251,11.53377425,2.25321964,12.50302149
10-04-2007,1.42035536,3.88560023,-0.00255298,10.71976404,2.0696026,12.37783795
11-04-2007,1.74782757,3.57520713,-0.00151828,9.80286299,1.9876684,12.4946801
12-04-2007,1.55516486,3.76257121,0.00069976,10.31752796,2.061543,12.44398614
13-04-2007,0.95350512,4.3550283,0.00070214,11.98294649,2.36521166,12.65145069
16-04-2007,0.47860486,4.78092632,0.00406343,13.13301953,2.56502458,12.75840023
17-04-2007,1.80023336,3.47479355,-0.00307461,9.42230838,1.95494098,12.33293015
18-04-2007,2.25165105,3.06303196,-0.00125293,8.09139347,1.65955249,12.30754682
19-04-2007,2.37818589,2.93551828,-0.00087163,7.82406002,1.5900295,12.33119825
20-04-2007,2.39638982,2.94158285,-0.00783128,7.82020953,1.56701696,12.39695932
23-04-2007,2.44883163,2.89890418,-0.00167363,7.61807154,1.50292561,12.48913912
24-04-2007,2.67140734,2.70237227,-0.00105339,6.93747199,1.33250727,12.67811442
25-04-2007,2.51415723,2.87594785,0.00034137,7.45471512,1.44200544,12.58340016
26-04-2007,2.34603289,3.03071615,0.00342793,8.02275008,1.58036843,12.45881312
27-04-2007,2.18644565,3.15752738,0.00604963,8.53198262,1.6696587,12.46761381
30-04-2007,2.50554282,2.85624308,0.00211804,7.41281215,1.43225066,12.59868583
01-05-2007,1.74382043,3.56014973,0.00248173,9.52859037,1.86895502,12.53986225
02-05-2007,1.86992453,3.46864606,-0.00341357,9.17259355,1.7918325,12.38642343
03-05-2007,1.48868761,3.83189078,0.00068977,10.24465969,2.05555135,12.54634601
04-05-2007,1.47174667,3.83604695,-0.01694522,10.20109547,2.03405976,12.52437677
07-05-2007,1.46822473,3.85219209,-0.01052488,10.15806447,2.03682171,12.52058047
08-05-2007,0.64276344,4.64037663,0.0010276,12.49399791,2.34043886,12.74724308
09-05-2007,0.43307388,4.88514432,0.0010126,13.12360445,2.44963155,12.81741044
10-05-2007,0,5.2635472,0.01043271,14.32857373,2.58622231,13.00226285
11-05-2007,0,5.24537823,0.03175182,14.34888487,2.65024283,13.0850829
14-05-2007,0.00001541,5.22866605,0.0886506,14.32984178,2.70224627,13.17918782
15-05-2007,0.00000456,5.19833369,0.28849552,14.37375757,2.69118861,13.36382574
16-05-2007,0.0001709,5.16820806,0.2953203,14.32624513,2.71699154,13.36849447
17-05-2007,0.00019802,5.168439,0.73144161,14.39875274,2.60226047,13.504878
18-05-2007,0.00009981,5.14020095,1.29892989,14.53632355,2.40185977,13.49839098
21-05-2007,0.00004052,5.13711058,1.36142531,14.49818924,2.32994957,13.35861248
22-05-2007,0,5.17131081,1.39870835,14.62878182,2.2590774,13.03435689
23-05-2007,0,5.14852332,1.40471908,14.70338501,2.28566395,13.01012675
24-05-2007,0.00000376,5.13847457,1.46877137,14.68607281,2.28915403,13.13488032
25-05-2007,0.00000984,5.13003563,1.6581292,14.68396448,2.22038081,13.06770222
29-05-2007,0.00000941,5.11428787,1.88355633,14.67379538,2.16332925,13.02634094
30-05-2007,0,5.01951916,2.65248679,14.73343393,1.88908089,12.73941463
31-05-2007,0,5.04605623,2.59564138,14.67023929,1.95007887,12.80742765
01-06-2007,0,5.03915231,2.8151175,14.76998998,1.91316234,12.67302737
04-06-2007,0.00014212,5.03718838,2.82595764,14.62767973,1.92654897,12.72403207
05-06-2007,0,5.0230356,2.87504962,14.71038923,1.96767682,12.76922846
06-06-2007,0,4.99865739,2.60122801,14.75940461,2.09307647,13.08164783
07-06-2007,0,4.9709399,2.75997851,15.04568641,2.10974245,12.86898894
08-06-2007,0,4.95883105,2.71163375,15.09489524,2.13653083,12.88716323
11-06-2007,0,4.93777985,2.74851726,15.18366011,2.09417577,12.69777063
12-06-2007,0,4.95848794,2.71451943,15.39932142,2.21878357,12.76943355
13-06-2007,0.00003249,4.95655052,2.74593739,15.12050475,2.22048224,12.83538022
14-06-2007,0,4.93262809,3.07011849,15.29445771,2.04530935,12.49994105
15-06-2007,0,4.93296204,2.88590106,15.24052585,2.02787394,12.43769385
18-06-2007,0,4.94376547,2.75961249,15.24448805,2.06486825,12.58149809
19-06-2007,0,4.93690326,2.50321638,15.11898321,2.09557749,12.55131659
20-06-2007,0,4.95648186,2.56161819,15.20447334,2.11546321,12.58508124
21-06-2007,0,4.9756385,2.19093841,15.29810048,2.28050761,12.73511094
22-06-2007,0,4.99940205,1.65676178,15.18284153,2.49583972,12.77928425
25-06-2007,0.00001753,5.01154752,1.1966852,15.02934392,2.65167518,12.76959588
26-06-2007,0,5.03141286,1.07578045,15.05934596,2.77235079,12.95264364
27-06-2007,0.0000079,5.05176651,1.07217861,14.99415147,2.72165062,12.86526647
28-06-2007,0.00000282,5.09087152,1.20012253,14.97650107,2.70474861,12.86179937
29-06-2007,0.00000102,5.04398494,1.05562769,14.73778939,2.69233625,12.70529023
02-07-2007,0.00926,5.08292821,0.14881898,14.67465343,3.03949843,12.49363588
03-07-2007,0.23594454,4.87974086,-0.0083875,14.17219106,3.09502834,12.32897799
05-07-2007,0,5.14315494,0.04819898,14.87648949,3.45499871,12.93159015
06-07-2007,0,5.09724426,0.07596809,14.8810888,3.58799388,12.92484104
09-07-2007,0.00000044,5.08856543,0.0665633,14.82761501,3.54242459,12.89837214
10-07-2007,2.31155276,2.77374454,-0.00404141,8.60133625,2.22948378,11.28427447
11-07-2007,2.11716582,2.99854053,0.00124542,9.30108271,2.29831776,11.24926551
12-07-2007,1.40051209,3.71752573,0.00386314,11.21996225,2.81736314,11.85644052
13-07-2007,2.25308165,2.88044656,0.00026759,8.88708533,2.35062608,11.26160002
16-07-2007,2.43188014,2.69922897,-0.00271158,8.2694842,2.13658554,11.05005017
17-07-2007,3.18522915,2.01819708,-0.00089462,6.25082042,1.6393094,10.58564019
18-07-2007,3.06625268,2.12345507,0.00029755,6.47866881,1.57174836,10.64895452
19-07-2007,3.39078627,1.85028167,-0.00091163,5.59758305,1.36076581,10.5592876
20-07-2007,3.61694067,1.65245856,-0.00050296,4.80760822,1.04289991,10.94760133
23-07-2007,3.19030742,2.03322259,0.00032984,6.03715579,1.41662054,10.86343224
24-07-2007,3.15748478,2.07137417,0.00021283,6.14939343,1.32070123,10.89362228
25-07-2007,2.70838717,2.49992652,0.00037279,7.39805093,1.54786847,10.91328063
26-07-2007,2.99169909,2.30400421,-0.00159729,6.46825591,1.01786405,11.03814445
27-07-2007,2.90643023,2.40552752,0.00108977,6.7509758,1.02927428,10.88295394
30-07-2007,2.85422834,2.40098565,0.00081278,6.93082983,1.15637619,10.93290261
31-07-2007,2.82033983,2.42630429,-0.00598819,6.87234266,1.15445863,10.82824626
01-08-2007,2.61431688,2.57253096,0.00078871,7.43376039,1.29735701,10.82705894
02-08-2007,2.39423322,2.74725899,0.00040997,8.05158922,1.50757864,11.00432075
03-08-2007,2.80845715,2.38358802,-0.00122961,6.83741422,1.089424,11.02620002
06-08-2007,2.72850711,2.4252869,0.00138718,7.16058435,1.11708451,11.04515205
07-08-2007,2.80741264,2.47236748,-0.00091285,6.94559392,1.15086032,11.01711426
08-08-2007,2.7560673,2.50276937,0.00008629,7.37566073,1.28981734,10.94335355
09-08-2007,3.01500076,2.14888709,-0.00064067,6.75274522,1.03475662,11.5001791
10-08-2007,3.15640355,1.98592925,-0.00037546,6.36193298,0.94002568,11.50306943
13-08-2007,3.19941177,1.97950542,-0.00074098,6.18009399,0.87891817,11.63854751
14-08-2007,3.09194036,2.01874664,0.00020258,6.4382468,0.89333745,11.71165436
15-08-2007,1.87615308,2.90001034,0.00065834,10.13001832,1.57186132,11.5557298
16-08-2007,1.15655991,3.29482659,-1.12233278,12.18589809,2.4288391,11.19640352
17-08-2007,2.07421033,2.32585376,-7.27790941,14.10984416,4.60651019,8.49737161
20-08-2007,0.58342994,3.67594439,-9.30803448,19.64805173,5.53855119,9.53860526
21-08-2007,0.48642741,3.63544997,-9.79167288,20.34216479,5.85907437,9.731589
22-08-2007,0.00000195,4.16734516,-9.98737582,21.61752664,6.37232527,10.41327086
23-08-2007,0.000007,4.21734266,-10.17972214,21.61360675,6.48566057,10.45549095
24-08-2007,0.00000166,4.39890401,-10.52537337,21.57365578,6.2678676,10.15060439
27-08-2007,2.12661325,2.34433206,-12.49031661,18.37818285,5.40248481,7.85027723
28-08-2007,3.10556459,1.32326088,-13.52177731,16.94448929,4.68340868,6.55408914
29-08-2007,3.38609894,1.09887329,-13.78191614,16.56496894,4.58399061,6.27544111
30-08-2007,3.72801644,0.78065673,-14.2845486,15.90803258,4.20596827,5.62808117
31-08-2007,3.51937077,1.05677929,-14.04869247,16.13488392,4.28125983,5.842049
04-09-2007,4.27876372,0.44697937,-14.97315394,14.87666393,3.54529528,4.54549774
05-09-2007,4.2096339,0.44957265,-14.98682936,14.82286245,3.50879772,4.57479957
06-09-2007,4.2169065,0.4908577,-14.96798945,14.81250963,3.51620688,4.57519964
07-09-2007,3.84599133,0.66143568,-14.57122131,15.14387806,3.69238387,5.01770553
10-09-2007,3.85632546,0.59112581,-14.60551138,15.062799,3.68779053,4.949664
11-09-2007,3.86610088,0.66207439,-14.59681613,15.04739292,3.68403873,4.88308503
12-09-2007,3.92792863,0.57067671,-14.55552113,15.05887472,3.69558945,4.85823409
13-09-2007,3.54622792,0.97077213,-13.90511536,15.71474492,4.12524174,5.59302589
14-09-2007,3.52674382,0.97577699,-13.92733609,15.68370846,4.04501437,5.4996506
17-09-2007,3.56178581,0.96306915,-13.95990869,15.62827169,4.05114608,5.45458649
18-09-2007,3.83873101,0.58771184,-14.15494957,15.35610556,3.87803236,5.14644913
19-09-2007,3.50476969,0.80992107,-13.57135203,15.97623642,4.23769345,5.80709768
20-09-2007,3.32294043,0.98752451,-13.07965474,16.52122129,4.49165617,6.20038565
21-09-2007,2.88623257,1.34755419,-12.62507099,17.08434861,4.70803567,6.66343543
24-09-2007,3.3016838,0.9360683,-13.08969656,16.49027125,4.46638672,6.10739405
25-09-2007,3.28613147,0.88064974,-13.03586437,16.54910583,4.44251896,6.13174981
26-09-2007,3.25281372,0.88435111,-12.9560327,16.62874316,4.47296579,6.18131021
27-09-2007,3.51496719,0.669724,-13.37018261,16.05962373,4.16670063,5.67665013
28-09-2007,3.89338573,0.3562921,-13.84331931,15.45941649,3.86558267,5.10594578
01-10-2007,3.98942399,0.37723753,-14.08033412,15.14826446,3.71817803,4.86864511
02-10-2007,4.19134113,0.19152325,-14.37151414,14.74400584,3.49327094,4.50121616
03-10-2007,3.93312928,0.42228986,-13.91224078,15.14973906,3.80633567,5.007629
04-10-2007,3.93224547,0.42896798,-13.94994402,15.08127859,3.76679311,4.9626763
05-10-2007,4.25906106,0.16511672,-14.14630915,14.81296497,3.60630818,4.60229595
09-10-2007,4.42753007,0.08660482,-14.37317629,14.49783467,3.4189145,4.26982769
10-10-2007,4.4116715,0.15125555,-14.39318146,14.4565395,3.40930545,4.28648599
11-10-2007,4.46607367,0.10903145,-14.44603189,14.34589711,3.36061872,4.23574898
12-10-2007,4.27625842,0.34568118,-14.09021607,14.64478019,3.64080684,4.67313042
15-10-2007,4.27036647,0.34980827,-14.09991333,14.63330323,3.64552458,4.70514346
16-10-2007,4.64221561,-0.03493958,-14.60230158,13.99388028,3.23777873,4.04299015
17-10-2007,4.47210589,-0.02010975,-14.43810632,14.10913636,3.31324264,4.19284232
18-10-2007,4.21213795,0.13813855,-14.06678325,14.42093785,3.53388817,4.60555499
19-10-2007,4.37452279,-0.05775629,-14.48598747,13.91635368,3.2352693,4.12918763
22-10-2007,4.57964203,-0.22506998,-14.72360828,13.5901423,3.05348102,3.74899223
23-10-2007,4.56913412,-0.19389677,-14.74629482,13.5668854,3.03434211,3.77091796
24-10-2007,4.45554419,-0.17180571,-14.6049416,13.65692484,3.11799457,3.9213418
25-10-2007,4.54261932,-0.2603432,-14.6828991,13.51968988,3.03829017,3.76866637
26-10-2007,4.64874249,-0.35326616,-14.76151523,13.40131037,2.92039934,3.57141206
29-10-2007,4.47308919,-0.17790851,-14.50428814,13.61662808,3.10475104,3.87047496
30-10-2007,4.31415352,-0.03554871,-14.19586592,13.86933932,3.32973578,4.24799921
31-10-2007,4.27753142,0.06462313,-13.98379124,14.03935971,3.46904784,4.4427984
01-11-2007,4.01885064,0.15416997,-13.73884597,14.23971102,3.56033927,4.67458422
02-11-2007,4.13376217,-0.07526098,-13.90390568,14.00042973,3.38543847,4.40531257
05-11-2007,4.07301834,-0.00522908,-13.75935195,14.12619804,3.45677693,4.52916971
06-11-2007,3.97170948,0.08958422,-13.54488419,14.31418111,3.52129286,4.68893748
07-11-2007,4.07039481,-0.07353146,-13.66595932,14.11761876,3.41102683,4.58535597
08-11-2007,4.26615947,-0.3787653,-13.91312067,13.76176319,3.26396751,4.33932263
09-11-2007,4.0228311,-0.20011584,-13.60982029,14.03738296,3.41323099,4.62400994
13-11-2007,3.52611379,0.31644255,-12.87383787,14.78021591,3.78175433,5.32362749
14-11-2007,3.58570273,0.25667059,-12.90014136,14.71850167,3.77950349,5.25187978
15-11-2007,4.1480256,-0.46585083,-13.65538711,13.78261193,3.39665611,4.45928747
16-11-2007,4.08352999,-0.3860303,-13.6784523,13.74557389,3.24915866,4.33042062
19-11-2007,4.11887583,-0.53540067,-13.80339643,13.56726744,3.16248522,4.21952875
20-11-2007,4.05698669,-0.47551551,-13.72968959,13.60783397,3.17617025,4.33616557
21-11-2007,4.2039448,-0.68804968,-14.0341476,13.18806195,2.92018741,3.99244028
23-11-2007,4.18321977,-0.61995784,-13.97019992,13.20932605,2.95790198,3.96993298
26-11-2007,4.05699167,-0.53695813,-14.14784966,12.96920511,2.87283569,3.89153186
27-11-2007,3.91509212,-0.36788938,-13.64013932,13.40333791,3.08539192,4.29239549
28-11-2007,3.96652409,-0.28979572,-13.62424738,13.39766052,3.08851215,4.25094067
29-11-2007,4.08052901,-0.48004136,-13.86639523,13.07034718,2.97815491,4.02847239
30-11-2007,4.342264,-0.61587581,-14.26399245,12.486485,2.73025061,3.66967143
03-12-2007,4.3509366,-0.6319306,-14.26304451,11.92091808,2.58294496,3.55141862
04-12-2007,4.34227555,-0.63399953,-14.25023108,11.91719592,2.58316013,3.55510417
05-12-2007,4.33085672,-0.6287458,-14.13999437,11.97348014,2.63022139,3.69842892
06-12-2007,4.24772723,-0.46153661,-13.79748107,12.24714657,2.77139001,4.00598116
07-12-2007,4.13055426,-0.40089025,-13.25158965,12.69760218,2.94826676,4.33238374
10-12-2007,3.84578346,-0.19108611,-12.66990556,13.23427534,3.1618335,4.79928951
11-12-2007,3.4614181,0.01276904,-12.3719871,13.51979107,3.16693184,5.09059094
12-12-2007,3.60312752,0.0171264,-12.48644136,13.27908278,3.13685494,4.95232983
13-12-2007,3.29286646,0.35025683,-11.89670077,14.05868755,3.34417294,5.45990521
14-12-2007,2.66960953,0.96688148,-11.24397163,15.43116614,3.65260422,6.19517398
17-12-2007,2.82745174,0.78100701,-11.55530403,15.13870601,3.56308429,5.972269
18-12-2007,3.06180558,0.58300468,-11.98618336,14.59285407,3.42591408,5.61378425
19-12-2007,3.09355301,0.51150519,-12.12792011,14.3848666,3.38003588,5.47994628
20-12-2007,3.61906969,0.04211652,-12.76192219,13.33978397,3.10707907,4.8111627
21-12-2007,3.9939282,-0.19385038,-12.95038304,12.76732614,2.95459074,4.43682415
24-12-2007,4.20076994,-0.35388387,-12.98018783,12.35182435,2.86977254,4.2087852
26-12-2007,4.03394263,-0.16177366,-12.51377283,12.64001435,2.98484464,4.53099382
27-12-2007,4.0951852,-0.28902881,-12.54568208,12.24536646,2.92921237,4.40770497
28-12-2007,4.09697206,-0.34586718,-12.55672744,11.84074582,2.82774307,4.24998175
31-12-2007,4.13467514,-0.34485551,-12.15335752,10.93887919,2.70626606,4.1430132
02-01-2008,4.23652276,-0.49695718,-12.43192911,10.27602525,2.51837443,3.83420716
03-01-2008,0.60618975,3.6735457,-0.05848104,12.87909287,0.63551104,10.67611124
04-01-2008,0.30055873,3.86213284,-0.0641108,13.82957366,0.6933751,10.72510916
07-01-2008,0.01468937,4.01714399,-0.00587957,14.6067914,0.81347696,10.7385165
08-01-2008,0.04473312,4.07175374,-0.01084787,14.5706458,0.78537499,10.80855956
09-01-2008,0.07480742,4.07845818,-0.04948154,14.40487855,0.74117249,10.88602602
10-01-2008,0.08770771,4.00978102,-0.06465924,14.77340099,0.75018551,10.87169992
11-01-2008,0,3.80406005,-0.28041397,14.89794458,0.81667771,11.02408204
14-01-2008,0.12678374,3.64486136,-0.07934295,14.45470573,0.74711228,11.03994006
15-01-2008,0.16312781,3.6456234,-0.02549414,14.07975654,0.70247933,11.22536367
16-01-2008,0.09882105,3.7227203,-0.02356742,14.41442486,0.69946587,11.18175022
17-01-2008,0,3.81967299,-0.02310747,14.55087026,0.68583692,11.27264228
18-01-2008,0,3.72769423,-0.51868902,14.72698731,0.74406573,11.37243401
22-01-2008,0.00009728,3.09459673,-2.08169623,14.83589108,1.18585842,11.51005537
23-01-2008,0.00001274,2.73380182,-2.57608307,14.93833099,1.62046781,11.07646744
24-01-2008,0.000043,2.90475282,-1.86389259,15.17305713,1.41885004,11.2170116
25-01-2008,0.00000351,2.81657756,-1.7887673,14.91861256,1.44812472,11.24784911
28-01-2008,0.00000091,2.67845106,-2.04300857,14.97055726,1.62388132,11.01318888
29-01-2008,0.88936836,1.72921996,-3.08995729,12.79183671,1.95678697,10.33765391
30-01-2008,0.59265009,1.93685798,-2.28445468,13.77635588,1.87637634,10.83760979
31-01-2008,1.52716165,0.90139112,-3.87504922,11.36571924,2.17971357,9.74393878
01-02-2008,1.40660889,1.03721323,-3.64614376,11.39678968,1.95428901,10.11938025
04-02-2008,0.1103836,2.50000187,-1.62109475,14.86390259,1.24923253,11.19668202
05-02-2008,0.12663745,2.40147911,-2.21024016,14.83953426,1.32990167,11.04619347
06-02-2008,0.14316304,2.34415276,-2.34035065,14.95366966,1.44496145,10.98896715
07-02-2008,0,2.52056102,-1.56961551,15.76194781,1.1745902,11.22147032
08-02-2008,0,2.57323789,-1.7156846,15.5070358,1.11033336,11.34608154
11-02-2008,0.00003232,2.54126686,-1.74688357,15.40686618,1.15430925,11.35157864
12-02-2008,0.00001119,2.51919405,-1.69741543,15.57690218,1.14409818,11.31734424
13-02-2008,0,2.5361459,-1.73962878,15.79608149,1.07689355,11.3307227
14-02-2008,0,2.79423021,-1.37473535,16.29944163,0.7745142,11.36575924
15-02-2008,0,2.6548148,-1.29658341,16.02466559,0.84003027,11.48970492
19-02-2008,0.03995043,2.65019001,-0.03507328,16.04345609,0.58618648,11.34654341
20-02-2008,0.18031568,2.42269067,-0.01565642,15.49777068,0.64104005,11.2027719
21-02-2008,0.00003671,2.42750039,-1.40328106,15.86820383,1.09456107,11.23750399
22-02-2008,0,2.44318506,-1.35866748,16.01176705,1.09345424,11.41290287
25-02-2008,0.00000074,2.45897484,-0.83621948,16.19100001,1.03236159,11.26007832
26-02-2008,0,2.40107492,-0.9970711,16.24355897,1.04219012,11.38673846
27-02-2008,0,2.44771004,-1.05797699,16.21666465,0.97781857,11.41854645
28-02-2008,0,2.32250494,-1.7380123,15.99317257,1.20402232,11.4974882
29-02-2008,0.00011579,2.2773408,-2.35949271,15.67728669,1.20940326,11.55456594
03-03-2008,0,2.29541895,-2.58881049,15.73742849,1.22650575,11.37864692
04-03-2008,0.47707561,1.76110988,-3.4325901,14.78364506,1.43301512,10.9984626
05-03-2008,0.00000066,2.18216706,-2.65389837,16.43396634,1.35169016,11.23299044
06-03-2008,0.00007783,2.07775074,-2.78420819,16.48948804,1.36229683,11.55708958
07-03-2008,0.00004916,1.96203761,-2.9323693,16.53041633,1.56338765,11.65826286
10-03-2008,0.00000176,1.80716157,-3.42344725,16.37212311,1.85653075,11.20401367
11-03-2008,0.00000104,1.96556281,-3.00827768,16.44187259,1.95090512,11.11113452
12-03-2008,0.00013386,1.90876303,-3.11528054,16.05567339,1.92722884,11.09760954
13-03-2008,0.6275148,1.18520259,-4.19687564,14.95955395,2.27421511,10.21997853
14-03-2008,0.9665081,0.59941624,-6.2926454,15.27540807,2.83307528,8.88316512
